TN,FP,FN,TP,Round,SamplerAndClassifer,Precision,Recall,F05,F1,F2,Precision0,Recall0,F05_anti,F1_anti,F2_anti,AUC,AUC0,Accuracy
22,91,252,626,1983,NearMiss_GaussianNB,0.8730822873082287,0.7129840546697038,0.8355579284570209,0.7849529780564264,0.7401276897611728,0.08029197080291971,0.19469026548672566,0.09098428453267163,0.11369509043927647,0.1515151515151515,0.45383716007821473,0.5461628399217853,0.6538849646821393
45,68,130,748,1983,InstanceHardnessThreshold_RandomForestClassifier,0.9166666666666666,0.8519362186788155,0.9029454369869627,0.8831168831168831,0.8641404805914973,0.2571428571428571,0.39823008849557523,0.27675276752767525,0.3125,0.35885167464114837,0.6250831535871954,0.37491684641280465,0.8002018163471241
73,40,301,577,1983,InstanceHardnessThreshold_DecisionTreeClassifier,0.9351701782820098,0.6571753986332574,0.8622235505080693,0.7719063545150502,0.6987163962218454,0.19518716577540107,0.6460176991150443,0.22684897451833436,0.2997946611909651,0.44188861985472155,0.6515965488741509,0.3484034511258492,0.6559031281533805
81,32,595,283,1983,InstanceHardnessThreshold_GradientBoostingClassifier,0.8984126984126984,0.3223234624145786,0.6618334892422825,0.4744341994970662,0.3697413117324275,0.11982248520710059,0.7168141592920354,0.14376996805111822,0.20532319391634982,0.35904255319148937,0.519568810853307,0.480431189146693,0.36730575176589303
6,107,84,794,1983,InstanceHardnessThreshold_GaussianNB,0.881243063263041,0.9043280182232346,0.8857652833556446,0.8926363125351322,0.8996147745297981,0.06666666666666667,0.05309734513274336,0.06342494714587738,0.059113300492610835,0.05535055350553505,0.47871268167798897,0.521287318322011,0.8072653884964682
20,93,59,819,1983,SMOTETomek_RandomForestClassifier,0.8980263157894737,0.9328018223234624,0.9047724259832082,0.9150837988826815,0.9256329113924051,0.25316455696202533,0.17699115044247787,0.23310023310023312,0.20833333333333331,0.18832391713747645,0.5548964863829702,0.4451035136170298,0.8466195761856711
38,75,202,676,1983,SMOTETomek_DecisionTreeClassifier,0.9001331557922769,0.7699316628701595,0.8706852138073159,0.8299570288520564,0.7928688716866057,0.15833333333333333,0.336283185840708,0.1770736253494874,0.21529745042492918,0.2745664739884393,0.5531074243554337,0.4468925756445663,0.7204843592330978
30,83,176,702,1983,SMOTETomek_GradientBoostingClassifier,0.8942675159235669,0.7995444191343963,0.8735689397710303,0.8442573662056525,0.8168489643937631,0.14563106796116504,0.26548672566371684,0.16008537886872998,0.18808777429467083,0.22796352583586627,0.5325155723990566,0.46748442760094344,0.7386478304742684
1,112,15,863,1983,SMOTETomek_GaussianNB,0.8851282051282051,0.9829157175398633,0.9030975303474259,0.9314624932541824,0.9616670381100959,0.0625,0.008849557522123894,0.02824858757062147,0.015503875968992248,0.010683760683760682,0.4958826375309936,0.5041173624690064,0.8718466195761857
23,90,74,804,1983,SMOTEENN_RandomForestClassifier,0.8993288590604027,0.9157175398633257,0.9025594970812753,0.90744920993228,0.9123921924648207,0.23711340206185566,0.20353982300884957,0.22954091816367267,0.21904761904761902,0.20947176684881602,0.5596286814360877,0.4403713185639124,0.834510595358224
77,36,394,484,1983,SMOTEENN_DecisionTreeClassifier,0.9307692307692308,0.55125284738041,0.8181203515889116,0.6924177396280401,0.6001984126984128,0.16348195329087048,0.6814159292035398,0.19278918377566345,0.2636986301369863,0.41711809317443116,0.616334388291975,0.38366561170802504,0.5660948536831484
41,72,217,661,1983,SMOTEENN_GradientBoostingClassifier,0.9017735334242838,0.7528473804100227,0.8674540682414699,0.8206083178150217,0.778563015312132,0.15891472868217055,0.36283185840707965,0.17903930131004367,0.22102425876010787,0.2887323943661972,0.5578396194085512,0.4421603805914488,0.7083753784056509
5,108,55,823,1983,SMOTEENN_GaussianNB,0.8839957035445757,0.9373576309794989,0.8941764450239025,0.9098949695964621,0.9261760072023406,0.08333333333333333,0.04424778761061947,0.0708215297450425,0.057803468208092484,0.048828125,0.49080270929505915,0.5091972907049409,0.8355196770938446
0,113,2,876,1983,no_sampling_RandomForestClassifier,0.8857431749241659,0.9977220956719818,0.906081919735209,0.9384038564542047,0.9731170850922019,0.0,0.0,0.0,0.0,0.0,0.4988610478359909,0.501138952164009,0.8839556004036327
38,75,253,625,1983,no_sampling_DecisionTreeClassifier,0.8928571428571429,0.7118451025056948,0.8496465470364328,0.7921419518377694,0.7419278252611586,0.13058419243986255,0.336283185840708,0.14878621769772904,0.18811881188118812,0.2557200538358008,0.5240641441732014,0.47593585582679865,0.669021190716448
26,87,158,720,1983,no_sampling_GradientBoostingClassifier,0.8921933085501859,0.8200455580865603,0.8767657087189479,0.85459940652819,0.8335262792313035,0.14130434782608695,0.23008849557522124,0.15312131919905766,0.17508417508417506,0.2044025157232704,0.5250670268308908,0.4749329731691092,0.7527749747729566
1,112,51,827,1983,no_sampling_GaussianNB,0.8807241746538871,0.9419134396355353,0.8923176521363834,0.9102916895982389,0.9290047180408898,0.019230769230769232,0.008849557522123894,0.01557632398753894,0.012121212121212121,0.00992063492063492,0.4753814985788296,0.5246185014211704,0.8355196770938446
31,82,117,761,1983,no_Sampling_BalancedRandomForestClassifier,0.9027283511269276,0.8667425968109339,0.8952941176470589,0.8843695525857058,0.8737083811710677,0.20945945945945946,0.2743362831858407,0.2198581560283688,0.23754789272030652,0.2583333333333333,0.5705394399983873,0.4294605600016127,0.7991927346115035
74,39,516,362,1983,no_Sampling_EasyEnsembleClassifier,0.9027431421446384,0.4123006833712984,0.7292506043513296,0.5660672400312744,0.46256069511883463,0.12542372881355932,0.6548672566371682,0.14961585119288315,0.21052631578947367,0.35508637236084456,0.5335839700042333,0.46641602999576676,0.4399596367305752
57,56,368,510,1983,no_Sampling_RUSBoostClassifier,0.901060070671378,0.5808656036446469,0.8115849777211966,0.7063711911357341,0.6253065228052966,0.13411764705882354,0.504424778761062,0.15719801434087147,0.21189591078066913,0.3249714937286203,0.5426451912028545,0.4573548087971455,0.5721493440968718
53,60,306,572,1983,no_Sampling_BalancedBaggingClassifier,0.9050632911392406,0.6514806378132119,0.8396946564885497,0.7576158940397353,0.6901544401544402,0.14763231197771587,0.4690265486725664,0.17107811491284702,0.22457627118644066,0.32675709001233044,0.5602535932428891,0.4397464067571109,0.6306760847628657
2,111,0,878,1983,no_Sampling_SVC,0.8877654196157735,1.0,0.9081505999172529,0.9405463310123192,0.9753388135969784,1.0,0.017699115044247787,0.08264462809917354,0.034782608695652174,0.022026431718061675,0.5088495575221239,0.4911504424778761,0.887991927346115
53,60,534,344,1983,no_Sampling_OneClassSVM,0.8514851485148515,0.3917995444191344,0.6896551724137931,0.5366614664586583,0.439223697650664,0.09028960817717206,0.4690265486725664,0.10767980495733442,0.1514285714285714,0.2550529355149182,0.4304130465458504,0.5695869534541496,0.40060544904137235
8,105,107,771,1983,no_Sampling_LocalOutlierFactor,0.8801369863013698,0.878132118451025,0.8797352806937471,0.8791334093500569,0.8785323609845032,0.06956521739130435,0.07079646017699115,0.06980802792321117,0.07017543859649122,0.07054673721340388,0.4744642893140081,0.5255357106859919,0.786074672048436
