TN,FP,FN,TP,Round,SamplerAndClassifer,Precision,Recall,F05,F1,F2,Precision0,Recall0,F05_anti,F1_anti,F2_anti,AUC,AUC0,Accuracy
29,151,100,711,992,no_sampling_DecisionTreeClassifier,0.8248259860788864,0.8766954377311961,0.8347029819206386,0.84997011356844,0.8658061373599609,0.2248062015503876,0.16111111111111112,0.20833333333333334,0.18770226537216828,0.1707891637220259,0.5189032744211536,0.4810967255788464,0.7467204843592331
57,123,134,677,992,no_sampling_GradientBoostingClassifier,0.84625,0.8347718865598027,0.843929194714535,0.8404717566728739,0.8370425321463897,0.29842931937172773,0.31666666666666665,0.3019067796610169,0.307277628032345,0.31284302963776073,0.5757192766132346,0.4242807233867653,0.7406659939455096
4,176,9,802,992,no_sampling_GaussianNB,0.820040899795501,0.9889025893958077,0.8490366292610629,0.8965902738960314,0.9497868308858362,0.3076923076923077,0.022222222222222223,0.08620689655172414,0.04145077720207255,0.027285129604365625,0.5055624058090149,0.49443759419098504,0.8133198789101918
69,111,180,631,992,no_Sampling_BalancedRandomForestClassifier,0.8504043126684636,0.7780517879161529,0.8348769515744905,0.8126207340631036,0.7915203211239338,0.27710843373493976,0.38333333333333336,0.29336734693877553,0.32167832167832167,0.35603715170278644,0.5806925606247431,0.4193074393752569,0.7063572149344097
151,29,627,184,992,no_Sampling_EasyEnsembleClassifier,0.863849765258216,0.22688039457459927,0.5532170775706554,0.35937500000000006,0.2661266994503905,0.19408740359897173,0.8388888888888889,0.22934386391251518,0.31524008350730687,0.5040053404539385,0.532884641731744,0.4671153582682559,0.33804238143289606
55,125,125,686,992,no_Sampling_RUSBoostClassifier,0.8458692971639951,0.8458692971639951,0.8458692971639951,0.8458692971639951,0.8458692971639951,0.3055555555555556,0.3055555555555556,0.3055555555555556,0.3055555555555556,0.3055555555555556,0.5757124263597754,0.4242875736402247,0.7477295660948536
70,110,236,575,992,no_Sampling_BalancedBaggingClassifier,0.8394160583941606,0.7090012330456227,0.8096310898338496,0.7687165775401069,0.7317383558157292,0.22875816993464052,0.3888888888888889,0.24928774928774927,0.28806584362139914,0.341130604288499,0.5489450609672557,0.45105493903274424,0.6508577194752775
15,165,29,782,992,no_Sampling_SVC,0.8257655755015839,0.9642416769420469,0.8501848227875625,0.8896473265073948,0.9329515628728227,0.3409090909090909,0.08333333333333333,0.21067415730337077,0.13392857142857142,0.09816753926701571,0.5237875051376901,0.4762124948623099,0.8042381432896064
100,80,424,387,992,no_Sampling_OneClassSVM,0.828693790149893,0.47718865598027127,0.7222844344904816,0.6056338028169014,0.5214227970897333,0.19083969465648856,0.5555555555555556,0.2196836555360281,0.2840909090909091,0.40192926045016075,0.5163721057679135,0.4836278942320866,0.49142280524722504
29,151,91,720,992,no_Sampling_LocalOutlierFactor,0.8266360505166476,0.8877928483353884,0.8381839348079162,0.8561236623067777,0.8748481166464156,0.24166666666666667,0.16111111111111112,0.21969696969696967,0.19333333333333336,0.17261904761904762,0.5244519797232498,0.47554802027675025,0.7558022199798183
37,76,94,784,1983,RandomOverSampler_RandomForestClassifier,0.9116279069767442,0.8929384965831435,0.9078276980083371,0.902186421173763,0.8966148215919487,0.2824427480916031,0.3274336283185841,0.29042386185243324,0.3032786885245902,0.31732418524871353,0.6101860624508637,0.38981393754913624,0.8284561049445005
59,54,440,438,1983,RandomOverSampler_DecisionTreeClassifier,0.8902439024390244,0.4988610478359909,0.769501054111033,0.6394160583941606,0.546953046953047,0.11823647294589178,0.5221238938053098,0.13987671882408723,0.19281045751633985,0.3101997896950578,0.5104924708206503,0.4895075291793497,0.5015136226034309
25,88,163,715,1983,RandomOverSampler_GradientBoostingClassifier,0.8904109589041096,0.8143507972665148,0.874083129584352,0.8506841165972636,0.8285052143684819,0.13297872340425532,0.22123893805309736,0.14450867052023122,0.16611295681063123,0.1953125,0.5177948676598061,0.4822051323401939,0.7467204843592331
1,112,62,816,1983,RandomOverSampler_GaussianNB,0.8793103448275862,0.929384965831435,0.8888888888888887,0.9036544850498338,0.9189189189189186,0.015873015873015872,0.008849557522123894,0.0136986301369863,0.011363636363636364,0.009708737864077669,0.4691172616767795,0.5308827383232205,0.8244197780020182
17,96,46,832,1983,SMOTE_RandomForestClassifier,0.896551724137931,0.9476082004555809,0.9063180827886709,0.921373200442968,0.9369369369369369,0.2698412698412698,0.1504424778761062,0.23287671232876714,0.19318181818181818,0.1650485436893204,0.5490253391658435,0.45097466083415644,0.856710393541877
44,69,200,678,1983,SMOTE_DecisionTreeClassifier,0.9076305220883534,0.7722095671981777,0.8768753233316089,0.8344615384615385,0.7959614933082882,0.18032786885245902,0.3893805309734513,0.20202020202020202,0.24649859943977592,0.31609195402298845,0.5807950490858145,0.41920495091418547,0.7285570131180625
36,77,223,655,1983,SMOTE_GradientBoostingClassifier,0.894808743169399,0.7460136674259681,0.8604834471886496,0.813664596273292,0.7716776625824694,0.138996138996139,0.3185840707964602,0.1566579634464752,0.1935483870967742,0.2531645569620253,0.5322988691112142,0.46770113088878584,0.6972754793138244
1,112,17,861,1983,SMOTE_GaussianNB,0.8848920863309353,0.9806378132118451,0.9025157232704402,0.9303079416531606,0.9598662207357858,0.05555555555555555,0.008849557522123894,0.027027027027027032,0.015267175572519082,0.010638297872340427,0.4947436853669845,0.5052563146330156,0.8698284561049445
21,92,68,810,1983,BorderlineSMOTE_RandomForestClassifier,0.8980044345898004,0.9225512528473804,0.9028087382969238,0.9101123595505618,0.917535115541459,0.23595505617977527,0.18584070796460178,0.22388059701492535,0.20792079207920794,0.19408502772643255,0.554195980405991,0.44580401959400895,0.8385469223007064
37,76,274,604,1983,BorderlineSMOTE_DecisionTreeClassifier,0.888235294117647,0.6879271070615034,0.839355197331851,0.7753530166880616,0.7204198473282444,0.1189710610932476,0.3274336283185841,0.13633014001473842,0.17452830188679247,0.2424639580602884,0.5076803676900437,0.49231963230995635,0.6468213925327951
40,73,236,642,1983,BorderlineSMOTE_GradientBoostingClassifier,0.8979020979020979,0.7312072892938497,0.8587479935794543,0.8060263653483993,0.759403832505323,0.14492753623188406,0.35398230088495575,0.16433853738701726,0.20565552699228792,0.2747252747252747,0.5425947950894028,0.4574052049105973,0.6881937436932392
1,112,47,831,1983,BorderlineSMOTE_GaussianNB,0.8812301166489925,0.9464692482915718,0.8935483870967743,0.9126853377265237,0.9326599326599327,0.020833333333333332,0.008849557522123894,0.01639344262295082,0.012422360248447206,0.009999999999999998,0.47765940290684783,0.5223405970931522,0.8395560040363269
19,94,52,826,1983,SVMSMOTE_RandomForestClassifier,0.8978260869565218,0.9407744874715261,0.9060991663010093,0.9187986651835374,0.9318592057761733,0.2676056338028169,0.168141592920354,0.23929471032745595,0.20652173913043476,0.18164435946462718,0.55445804019594,0.4455419598040599,0.8526740665993946
40,73,255,623,1983,SVMSMOTE_DecisionTreeClassifier,0.8951149425287356,0.7095671981776766,0.8506280720917532,0.7916137229987292,0.7402566539923955,0.13559322033898305,0.35398230088495575,0.15467904098994587,0.19607843137254904,0.2677376171352075,0.5317747495313162,0.4682252504686838,0.669021190716448
17,96,94,784,1983,SVMSMOTE_GradientBoostingClassifier,0.8909090909090909,0.8929384965831435,0.8913142337426103,0.8919226393629124,0.8925318761384335,0.15315315315315314,0.1504424778761062,0.1526032315978456,0.15178571428571427,0.15097690941385436,0.5216904872296249,0.47830951277037514,0.8082744702320888
0,113,1,877,1983,SVMSMOTE_GaussianNB,0.8858585858585859,0.9988610478359908,0.906366267052501,0.9389721627408993,0.9740115504220345,0.0,0.0,0.0,0.0,0.0,0.4994305239179954,0.5005694760820045,0.8849646821392533
20,93,54,824,1983,ADASYN_RandomForestClassifier,0.8985823336968375,0.9384965831435079,0.9062912450505939,0.9181058495821727,0.9302325581395349,0.2702702702702703,0.17699115044247787,0.24449877750611246,0.21390374331550802,0.19011406844106463,0.5577438667929929,0.4422561332070071,0.851664984863774
65,48,414,464,1983,ADASYN_DecisionTreeClassifier,0.90625,0.5284738041002278,0.7928913192071086,0.6676258992805757,0.5765407554671967,0.13569937369519833,0.5752212389380531,0.16017742730409068,0.21959459459459457,0.3490870032223416,0.5518475215191404,0.44815247848085954,0.5338042381432896
27,86,249,629,1983,ADASYN_GradientBoostingClassifier,0.8797202797202798,0.7164009111617312,0.841359015516319,0.7897049591964846,0.7440264963330968,0.09782608695652174,0.23893805309734514,0.11092851273623663,0.13881748071979436,0.18543956043956045,0.4776694821295382,0.5223305178704618,0.6619576185671039
0,113,2,876,1983,ADASYN_GaussianNB,0.8857431749241659,0.9977220956719818,0.906081919735209,0.9384038564542047,0.9731170850922019,0.0,0.0,0.0,0.0,0.0,0.4988610478359909,0.501138952164009,0.8839556004036327
34,79,102,776,1983,RandomUnderSampler_RandomForestClassifier,0.9076023391812865,0.8838268792710706,0.9027454630060493,0.8955568378534334,0.8884817952828028,0.25,0.3008849557522124,0.258751902587519,0.27309236947791166,0.28911564625850344,0.5923559175116415,0.4076440824883585,0.8173562058526741
63,50,437,441,1983,RandomUnderSampler_DecisionTreeClassifier,0.8981670061099797,0.5022779043280182,0.7758620689655172,0.6442658875091308,0.5508368723457406,0.126,0.5575221238938053,0.14907714150496926,0.20554649265905384,0.3308823529411765,0.5299000141109117,0.4700999858890883,0.508577194752775
66,47,402,476,1983,RandomUnderSampler_GradientBoostingClassifier,0.9101338432122371,0.5421412300683371,0.8013468013468015,0.6795146324054248,0.5898389095415119,0.14102564102564102,0.584070796460177,0.16624685138539042,0.22719449225473326,0.358695652173913,0.5631060132642571,0.4368939867357429,0.5469223007063572
1,112,46,832,1983,RandomUnderSampler_GaussianNB,0.8813559322033898,0.9476082004555809,0.893854748603352,0.9132821075740943,0.9335727109515259,0.02127659574468085,0.008849557522123894,0.01661129568106312,0.0125,0.01002004008016032,0.4782288789888524,0.5217711210111475,0.8405650857719476
1,112,3,875,1983,OneSidedSelection_RandomForestClassifier,0.8865248226950354,0.9965831435079726,0.9065478657273105,0.938337801608579,0.9724383196265838,0.25,0.008849557522123894,0.03875968992248062,0.017094017094017092,0.010964912280701754,0.5027163505150483,0.49728364948495174,0.8839556004036327
45,68,357,521,1983,OneSidedSelection_DecisionTreeClassifier,0.8845500848896435,0.5933940774487472,0.8055040197897341,0.7102931152010907,0.6352109241648379,0.11194029850746269,0.39823008849557523,0.1307379430563626,0.17475728155339804,0.26346604215456676,0.49581208297216117,0.5041879170278388,0.5711402623612513
24,89,186,692,1983,OneSidedSelection_GradientBoostingClassifier,0.8860435339308579,0.7881548974943052,0.864567716141929,0.8342374924653405,0.8059631959003027,0.11428571428571428,0.21238938053097345,0.1259181532004197,0.14860681114551083,0.18126888217522658,0.5002721390126393,0.49972786098736066,0.722502522704339
1,112,64,814,1983,OneSidedSelection_GaussianNB,0.8790496760259179,0.9271070615034168,0.8882584024443474,0.9024390243902439,0.9170797656602072,0.015384615384615385,0.008849557522123894,0.013404825737265418,0.011235955056179775,0.009671179883945842,0.46797830951277036,0.5320216904872297,0.822401614530777
4,109,5,873,1983,NeighbourhoodCleaningRule_RandomForestClassifier,0.8890020366598778,0.9943052391799544,0.9082397003745317,0.9387096774193547,0.9712950600801068,0.4444444444444444,0.035398230088495575,0.13422818791946312,0.06557377049180327,0.04338394793926248,0.514851734634225,0.485148265365775,0.8849646821392533
66,47,434,444,1983,NeighbourhoodCleaningRule_DecisionTreeClassifier,0.9042769857433809,0.5056947608200456,0.7811400422237861,0.6486486486486487,0.5545840619535348,0.132,0.584070796460177,0.15617605300520587,0.21533442088091356,0.34663865546218486,0.5448827786401114,0.4551172213598887,0.5146316851664985
29,84,216,662,1983,NeighbourhoodCleaningRule_GradientBoostingClassifier,0.8873994638069705,0.7539863325740319,0.8570688762299328,0.8152709359605911,0.7773602630342884,0.11836734693877551,0.25663716814159293,0.13266239707227814,0.16201117318435754,0.20803443328550933,0.5053117503578124,0.4946882496421876,0.6972754793138244
2,111,64,814,1983,NeighbourhoodCleaningRule_GaussianNB,0.88,0.9271070615034168,0.8890345128877238,0.9029395452024405,0.9172864548118098,0.030303030303030304,0.017699115044247787,0.026525198938992044,0.0223463687150838,0.019305019305019305,0.4724030882738323,0.5275969117261676,0.8234106962663976
53,60,479,399,1983,NearMiss_RandomForestClassifier,0.869281045751634,0.4544419134396355,0.7350773765659544,0.5968586387434555,0.5023923444976077,0.09962406015037593,0.4690265486725664,0.1182507809013833,0.16434108527131785,0.2693089430894309,0.46173423105610095,0.538265768943899,0.45610494450050454
75,38,675,203,1983,NearMiss_DecisionTreeClassifier,0.8423236514522822,0.23120728929384965,0.5510314875135722,0.36282394995531725,0.27045030642152945,0.1,0.6637168141592921,0.12046257629296499,0.1738122827346466,0.3119800332778702,0.4474620517265708,0.5525379482734292,0.2805247225025227
81,32,708,170,1983,NearMiss_GradientBoostingClassifier,0.8415841584158416,0.19362186788154898,0.5041518386714117,0.31481481481481477,0.22886375875067314,0.10266159695817491,0.7168141592920354,0.12389109819516675,0.17960088691796008,0.3263497179693796,0.45521801358679215,0.5447819864132077,0.2532795156407669
